,ENSEMBLE,REAL,INTERPOLATE_RELPERM_INTERPOLATE_GO,INTERPOLATE_RELPERM_INTERPOLATE_WO,LOG10_MULTFLT_MULTFLT_F1,LOG10_MULTFLT_MULTFLT_F2,LOG10_MULTFLT_MULTFLT_F3,LOG10_MULTFLT_MULTFLT_F4,LOG10_MULTFLT_MULTFLT_F5,LOG10_MULTZ_MULTZ_MIDREEK,MULTFLT_MULTFLT_F1,MULTFLT_MULTFLT_F2,MULTFLT_MULTFLT_F3,MULTFLT_MULTFLT_F4,MULTFLT_MULTFLT_F5,MULTZ_MULTZ_MIDREEK,RMSGLOBPARAMS_COHIBA_MODEL_MODE,RMSGLOBPARAMS_FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
35,iter-2,35,-0.786182,-0.914749,-0.540322,-0.395673,-0.399146,-3.45003,-1.05097,-1.22131,0.288189,0.402093,0.398891,0.000354785,0.088926,0.0600747,1,1704.25,-0.786182,-0.914749,0.288189,0.402093,0.398891,0.000354785,0.088926,0.0600747,1,1704.25
36,iter-2,36,-0.532929,-0.956288,-0.397921,-0.781829,-0.804525,-1.00638,-2.26169,-2.64504,0.400018,0.165261,0.156847,0.0985424,0.00547411,0.00226445,1,1705.14,-0.532929,-0.956288,0.400018,0.165261,0.156847,0.0985424,0.00547411,0.00226445,1,1705.14
37,iter-2,37,-0.835978,-0.976066,-1.0284,-0.986246,-0.962771,-1.65469,-2.0771,-2.66207,0.0936698,0.103218,0.108951,0.0221468,0.00837337,0.00217738,1,1700.94,-0.835978,-0.976066,0.0936698,0.103218,0.108951,0.0221468,0.00837337,0.00217738,1,1700.94
38,iter-2,38,-0.654471,-0.990319,-0.218079,-0.605638,-0.475596,-3.96963,-1.71925,-1.87326,0.605231,0.247949,0.334506,0.000107243,0.0190876,0.0133886,1,1703.83,-0.654471,-0.990319,0.605231,0.247949,0.334506,0.000107243,0.0190876,0.0133886,1,1703.83
39,iter-2,39,-0.302547,-0.98096,-0.489001,-0.65397,-1.00198,-1.47738,-2.13748,-2.80298,0.324339,0.221835,0.0995442,0.0333138,0.00728651,0.00157407,1,1703.93,-0.302547,-0.98096,0.324339,0.221835,0.0995442,0.0333138,0.00728651,0.00157407,1,1703.93
40,iter-2,40,-0.393758,-0.91813,-0.286327,-0.780534,-0.345998,-1.5032,-2.05255,-2.86587,0.517217,0.165755,0.450819,0.0313905,0.00886036,0.00136186,1,1708.37,-0.393758,-0.91813,0.517217,0.165755,0.450819,0.0313905,0.00886036,0.00136186,1,1708.37
41,iter-2,42,-0.664039,-0.993072,-0.504413,-0.935197,-0.965632,-3.62824,-1.94079,-1.83466,0.313031,0.116092,0.108235,0.000235373,0.0114606,0.0146333,1,1704.62,-0.664039,-0.993072,0.313031,0.116092,0.108235,0.000235373,0.0114606,0.0146333,1,1704.62
42,iter-2,43,-0.840446,-0.930528,-0.565029,-1.01016,-0.810808,-1.01849,-1.63312,-2.19514,0.272252,0.0976886,0.154594,0.095832,0.0232745,0.00638054,1,1705.83,-0.840446,-0.930528,0.272252,0.0976886,0.154594,0.095832,0.0232745,0.00638054,1,1705.83
43,iter-2,44,-0.832515,-0.848417,-1.0934,-0.822343,-0.514429,-1.42048,-0.355518,-1.84019,0.0806501,0.150542,0.305894,0.0379773,0.441044,0.0144481,1,1702.71,-0.832515,-0.848417,0.0806501,0.150542,0.305894,0.0379773,0.441044,0.0144481,1,1702.71
44,iter-2,45,-0.450844,-0.985616,-0.380828,-1.33645,-0.192414,-1.13798,-1.10189,-3.87605,0.416076,0.0460839,0.642075,0.0727817,0.0790881,0.000133031,1,1702.99,-0.450844,-0.985616,0.416076,0.0460839,0.642075,0.0727817,0.0790881,0.000133031,1,1702.99
45,iter-2,46,-0.86527,-0.996438,-0.114422,-0.594813,-0.54817,-1.34721,-0.372021,-1.36573,0.768384,0.254207,0.283029,0.0449564,0.424599,0.0430797,1,1707.16,-0.86527,-0.996438,0.768384,0.254207,0.283029,0.0449564,0.424599,0.0430797,1,1707.16
46,iter-2,47,-0.616489,-0.97751,-0.225253,-1.13115,-0.694763,-3.87435,-1.86717,-2.61189,0.595315,0.0739343,0.201947,0.000133552,0.0135777,0.00244407,1,1706.14,-0.616489,-0.97751,0.595315,0.0739343,0.201947,0.000133552,0.0135777,0.00244407,1,1706.14
47,iter-2,48,-0.225282,-0.993867,-0.29098,-0.998867,-0.970013,-1.54792,-1.4812,-1.74928,0.511705,0.100261,0.107149,0.0283193,0.0330216,0.0178123,1,1706.33,-0.225282,-0.993867,0.511705,0.100261,0.107149,0.0283193,0.0330216,0.0178123,1,1706.33
48,iter-2,49,-0.570374,-0.939851,-0.533355,-0.508619,-0.791918,-2.13131,-2.17878,-5.57034,0.29285,0.310014,0.161466,0.00739071,0.00662551,2.68941e-06,1,1707.86,-0.570374,-0.939851,0.29285,0.310014,0.161466,0.00739071,0.00662551,2.68941e-06,1,1707.86
49,iter-2,50,-0.274132,-0.906797,-0.916024,-0.910795,-0.582529,-2.3853,-1.26452,-2.49413,0.121332,0.122802,0.261499,0.0041181,0.0543851,0.00320529,1,1702.75,-0.274132,-0.906797,0.121332,0.122802,0.261499,0.0041181,0.0543851,0.00320529,1,1702.75
50,iter-2,51,-0.360902,-0.970054,-0.656042,-0.632739,-0.918719,-3.64409,-1.6919,-1.51869,0.220779,0.232949,0.120582,0.000226941,0.0203284,0.0302908,1,1703.6,-0.360902,-0.970054,0.220779,0.232949,0.120582,0.000226941,0.0203284,0.0302908,1,1703.6
51,iter-2,52,-0.802333,-0.91633,-0.623378,-0.989614,-1.03144,-0.796465,-1.09763,-2.81122,0.238025,0.10242,0.0930169,0.159785,0.0798671,0.00154447,1,1704.26,-0.802333,-0.91633,0.238025,0.10242,0.0930169,0.159785,0.0798671,0.00154447,1,1704.26
52,iter-2,53,-0.173548,-0.996672,-0.787836,-0.797402,-0.428802,-2.67977,-1.22625,-3.04847,0.162991,0.15944,0.372561,0.00209041,0.0593949,0.000894393,1,1705.91,-0.173548,-0.996672,0.162991,0.15944,0.372561,0.00209041,0.0593949,0.000894393,1,1705.91
53,iter-2,54,-0.830853,-0.926272,-0.633637,-0.748656,-0.383637,-1.86089,-1.51658,-4.58978,0.232468,0.178379,0.413393,0.0137756,0.0304385,2.57169e-05,1,1703.9,-0.830853,-0.926272,0.232468,0.178379,0.413393,0.0137756,0.0304385,2.57169e-05,1,1703.9
54,iter-2,55,-0.356621,-0.994558,-0.140556,-1.10923,-0.316788,-1.89124,-0.98021,-2.95091,0.723509,0.0777618,0.482183,0.0128457,0.104662,0.00111966,1,1706.49,-0.356621,-0.994558,0.723509,0.0777618,0.482183,0.0128457,0.104662,0.00111966,1,1706.49
55,iter-2,56,-0.405966,-0.90414,-0.427081,-0.763647,-0.521466,-2.21279,-1.70814,-3.18005,0.374041,0.172327,0.300978,0.00612649,0.0195822,0.000660615,1,1705.58,-0.405966,-0.90414,0.374041,0.172327,0.300978,0.00612649,0.0195822,0.000660615,1,1705.58
56,iter-2,57,0.311571,-0.985104,-0.241248,-0.879597,-0.71928,-1.12692,-1.5616,-1.487,0.573789,0.131948,0.190862,0.0746585,0.0274412,0.032584,1,1704.46,0.311571,-0.985104,0.573789,0.131948,0.190862,0.0746585,0.0274412,0.032584,1,1704.46
57,iter-2,58,-0.318663,-0.936428,-0.500746,-0.980136,-0.693192,-2.58336,-0.986908,-4.01824,0.315685,0.10468,0.202679,0.00260999,0.10306,9.58869e-05,1,1704.33,-0.318663,-0.936428,0.315685,0.10468,0.202679,0.00260999,0.10306,9.58869e-05,1,1704.33
58,iter-2,59,-0.882477,-0.971373,-0.255822,-1.11301,-0.657741,-1.46753,-1.15629,-1.38524,0.554853,0.0770884,0.219917,0.0340775,0.0697763,0.0411873,1,1705.51,-0.882477,-0.971373,0.554853,0.0770884,0.219917,0.0340775,0.0697763,0.0411873,1,1705.51
59,iter-2,60,-0.5906,-0.998576,-0.151677,-0.505488,-0.183788,-2.68362,-1.40854,-3.35883,0.705217,0.312257,0.654956,0.00207195,0.0390354,0.000437698,1,1705.08,-0.5906,-0.998576,0.705217,0.312257,0.654956,0.00207195,0.0390354,0.000437698,1,1705.08
60,iter-2,61,-0.878145,-0.981936,-0.578185,-0.374541,-0.56636,-2.99411,-2.07046,-2.19429,0.264129,0.422142,0.271419,0.00101365,0.00850243,0.00639303,1,1705.1,-0.878145,-0.981936,0.264129,0.422142,0.271419,0.00101365,0.00850243,0.00639303,1,1705.1
61,iter-2,62,-0.268118,-0.942759,-0.733745,-1.0683,-0.665682,-1.54637,-1.96331,-3.31916,0.18461,0.0854483,0.215933,0.0284207,0.0108815,0.000479559,1,1705.35,-0.268118,-0.942759,0.18461,0.0854483,0.215933,0.0284207,0.0108815,0.000479559,1,1705.35
62,iter-2,63,-0.65435,-0.943764,-0.7522,-0.68899,-0.515462,-1.88923,-1.64022,-3.32314,0.17693,0.204649,0.305167,0.0129054,0.0228972,0.000475182,1,1705.73,-0.65435,-0.943764,0.17693,0.204649,0.305167,0.0129054,0.0228972,0.000475182,1,1705.73
63,iter-2,64,-0.859339,-0.997043,-0.910199,-0.687201,-0.228888,-2.73605,-1.59568,-2.95538,0.12297,0.205494,0.590353,0.00183631,0.0253702,0.00110821,1,1704.8,-0.859339,-0.997043,0.12297,0.205494,0.590353,0.00183631,0.0253702,0.00110821,1,1704.8
64,iter-2,65,-0.860354,-0.978136,-0.183466,-0.835631,-0.410347,-1.05146,-1.11858,-1.06821,0.655442,0.146006,0.388735,0.0888256,0.0761067,0.0854663,1,1705.45,-0.860354,-0.978136,0.655442,0.146006,0.388735,0.0888256,0.0761067,0.0854663,1,1705.45
65,iter-2,66,-0.776589,-0.984452,-1.17649,-0.587958,-0.596572,-3.55532,-2.25762,-1.83828,0.0666049,0.258251,0.253179,0.000278408,0.00552561,0.0145116,1,1704.54,-0.776589,-0.984452,0.0666049,0.258251,0.253179,0.000278408,0.00552561,0.0145116,1,1704.54
66,iter-2,67,0.532411,-0.937777,-0.625035,-0.719092,-0.506036,-2.81734,-2.32467,-3.74913,0.237118,0.190945,0.311863,0.00152285,0.00473506,0.000178186,1,1704.21,0.532411,-0.937777,0.237118,0.190945,0.311863,0.00152285,0.00473506,0.000178186,1,1704.21
67,iter-2,68,-0.818647,-0.751256,-1.64722,-1.26024,-1.29004,-2.2567,-0.689536,-3.59089,0.0225312,0.0549239,0.0512811,0.00553726,0.204392,0.000256516,1,1703.62,-0.818647,-0.751256,0.0225312,0.0549239,0.0512811,0.00553726,0.204392,0.000256516,1,1703.62
68,iter-2,69,-0.172309,-0.980455,-0.547821,-0.648691,-0.564659,-2.25744,-1.82173,-2.63984,0.283256,0.224548,0.272484,0.00552785,0.0150753,0.0022917,1,1704.81,-0.172309,-0.980455,0.283256,0.224548,0.272484,0.00552785,0.0150753,0.0022917,1,1704.81
69,iter-2,70,-0.409695,-0.995171,-0.408227,-0.793774,-0.663715,-2.62314,-1.91732,-1.64228,0.390636,0.160778,0.216913,0.00238155,0.0120971,0.0227885,1,1707.06,-0.409695,-0.995171,0.390636,0.160778,0.216913,0.00238155,0.0120971,0.0227885,1,1707.06
70,iter-2,71,-0.508071,-0.938946,-0.762701,-1.89199,-0.817623,-3.36901,-1.12203,-2.52119,0.172702,0.0128236,0.152187,0.000427553,0.0755035,0.00301169,1,1702.69,-0.508071,-0.938946,0.172702,0.0128236,0.152187,0.000427553,0.0755035,0.00301169,1,1702.69
71,iter-2,72,-0.693082,-0.993363,-0.441441,-1.32276,-0.590451,-2.3927,-1.89165,-2.65483,0.361876,0.04756,0.256773,0.00404851,0.0128336,0.00221394,1,1700.49,-0.693082,-0.993363,0.361876,0.04756,0.256773,0.00404851,0.0128336,0.00221394,1,1700.49
72,iter-2,73,-0.915494,-0.955967,-0.160555,-0.46797,-0.140921,-2.98044,-1.68737,-1.29578,0.690948,0.340432,0.722901,0.00104607,0.0205414,0.0506084,1,1704.05,-0.915494,-0.955967,0.690948,0.340432,0.722901,0.00104607,0.0205414,0.0506084,1,1704.05
73,iter-2,74,-0.825176,-0.979689,-0.519594,-0.550968,-0.384321,-2.51557,-2.06228,-2.53036,0.302277,0.281211,0.412742,0.00305091,0.0086641,0.00294878,1,1704.03,-0.825176,-0.979689,0.302277,0.281211,0.412742,0.00305091,0.0086641,0.00294878,1,1704.03
74,iter-2,75,-0.565643,-0.958386,-1.48382,-0.588972,-0.770165,-2.43688,-1.36014,-2.17417,0.0328232,0.257649,0.16976,0.00365696,0.0436373,0.00669623,1,1702.85,-0.565643,-0.958386,0.0328232,0.257649,0.16976,0.00365696,0.0436373,0.00669623,1,1702.85
75,iter-2,76,-0.212896,-0.94419,-0.99219,-0.722272,-0.5013,-2.99627,-0.985772,-0.69219,0.101814,0.189552,0.315283,0.00100863,0.10333,0.203147,1,1703.16,-0.212896,-0.94419,0.101814,0.189552,0.315283,0.00100863,0.10333,0.203147,1,1703.16
76,iter-2,77,-0.109671,-0.95798,-0.165681,-0.447179,-0.579659,-2.38153,-2.20377,-2.79362,0.68284,0.357125,0.263234,0.00415407,0.006255,0.00160835,1,1703.26,-0.109671,-0.95798,0.68284,0.357125,0.263234,0.00415407,0.006255,0.00160835,1,1703.26
77,iter-2,78,-0.907275,-0.917703,-1.04943,-0.512057,-0.798326,-2.61722,-1.99799,-1.31634,0.0892411,0.307569,0.159101,0.00241424,0.0100465,0.0482681,1,1703.14,-0.907275,-0.917703,0.0892411,0.307569,0.159101,0.00241424,0.0100465,0.0482681,1,1703.14
78,iter-2,79,-0.878632,-0.984352,-0.148587,-0.766895,-0.837635,-2.2331,-0.767931,-1.66647,0.710253,0.171043,0.145333,0.0058466,0.170635,0.0215542,1,1704.38,-0.878632,-0.984352,0.710253,0.171043,0.145333,0.0058466,0.170635,0.0215542,1,1704.38
79,iter-2,80,-0.579113,-0.973117,-0.821863,-0.722094,-0.45334,-1.42393,-2.00362,-2.62244,0.150708,0.18963,0.352095,0.0376766,0.00991705,0.0023854,1,1705.2,-0.579113,-0.973117,0.150708,0.18963,0.352095,0.0376766,0.00991705,0.0023854,1,1705.2
80,iter-2,81,-0.697325,-0.986873,-0.415969,-0.862409,-0.584486,-2.57997,-1.44502,-2.6414,0.383734,0.137275,0.260324,0.00263047,0.0358906,0.00228351,1,1704.56,-0.697325,-0.986873,0.383734,0.137275,0.260324,0.00263047,0.0358906,0.00228351,1,1704.56
81,iter-2,82,-0.435889,-0.987082,-0.41268,-0.833707,-0.673961,-0.99455,-1.02233,-2.06098,0.386652,0.146654,0.211855,0.101263,0.0949878,0.00869009,1,1705.83,-0.435889,-0.987082,0.386652,0.146654,0.211855,0.101263,0.0949878,0.00869009,1,1705.83
82,iter-2,83,-0.675259,-0.992747,-0.390345,-0.521,-1.24075,-2.3399,-1.46591,-1.83554,0.407057,0.301301,0.0574453,0.00457189,0.0342054,0.0146036,1,1706.29,-0.675259,-0.992747,0.407057,0.301301,0.0574453,0.00457189,0.0342054,0.0146036,1,1706.29
83,iter-2,84,-0.541773,-0.988565,-0.745259,-0.528589,-0.331956,-2.8126,-1.73541,-2.24777,0.17978,0.296081,0.465633,0.00153957,0.0183904,0.0056523,1,1705.24,-0.541773,-0.988565,0.17978,0.296081,0.465633,0.00153957,0.0183904,0.0056523,1,1705.24
84,iter-2,85,-0.257029,-0.995191,-0.164976,-0.677943,-0.619767,-1.66981,-1.72173,-1.10178,0.68395,0.209922,0.240012,0.0213891,0.0189789,0.0791079,1,1704.71,-0.257029,-0.995191,0.68395,0.209922,0.240012,0.0213891,0.0189789,0.0791079,1,1704.71
85,iter-2,86,-0.852188,-0.934327,-0.653251,-0.515835,-0.548929,-2.91216,-2.09231,-2.27861,0.222203,0.304905,0.282534,0.00122417,0.00808527,0.00526496,1,1703.46,-0.852188,-0.934327,0.222203,0.304905,0.282534,0.00122417,0.00808527,0.00526496,1,1703.46
86,iter-2,87,-0.778827,-0.987259,-0.109042,-0.71271,-0.461789,-2.95651,-0.916874,-3.03041,0.777961,0.193772,0.345312,0.00110531,0.121095,0.000932379,1,1704.79,-0.778827,-0.987259,0.777961,0.193772,0.345312,0.00110531,0.121095,0.000932379,1,1704.79
87,iter-2,88,-0.965931,-0.984291,-0.78238,-0.301854,-0.819713,-2.30016,-3.71255,-2.36008,0.165052,0.499052,0.151456,0.00501001,0.000193844,0.00436438,1,1703.29,-0.965931,-0.984291,0.165052,0.499052,0.151456,0.00501001,0.000193844,0.00436438,1,1703.29
88,iter-2,89,-0.381306,-0.955644,-0.965019,-0.745749,-0.805589,-2.30182,-0.984605,-2.4113,0.108388,0.179577,0.156463,0.00499091,0.103609,0.00387885,1,1704.42,-0.381306,-0.955644,0.108388,0.179577,0.156463,0.00499091,0.103609,0.00387885,1,1704.42
89,iter-2,90,-0.383043,-0.993925,-0.528465,-1.72033,-0.537522,-2.98619,-1.22386,-1.90141,0.296166,0.01904,0.290054,0.0010323,0.0597229,0.0125483,1,1704.5,-0.383043,-0.993925,0.296166,0.01904,0.290054,0.0010323,0.0597229,0.0125483,1,1704.5
90,iter-2,91,-0.431847,-0.993767,-1.15064,-0.826738,-1.0348,-4.23832,-1.37782,-1.02056,0.0706902,0.149026,0.0922989,5.77666e-05,0.0418966,0.0953772,1,1703.7,-0.431847,-0.993767,0.0706902,0.149026,0.0922989,5.77666e-05,0.0418966,0.0953772,1,1703.7
91,iter-2,92,-0.447746,-0.941266,-0.774648,-0.700793,-0.858457,-1.96405,-1.6527,-1.64819,0.168017,0.199162,0.13853,0.0108631,0.0222486,0.0224809,1,1704.63,-0.447746,-0.941266,0.168017,0.199162,0.13853,0.0108631,0.0222486,0.0224809,1,1704.63
92,iter-2,93,-0.324492,-0.894217,-0.188328,-0.21906,-1.23547,-1.21351,-1.62902,-2.68705,0.648145,0.603865,0.0581474,0.061163,0.0234952,0.00205566,1,1706.13,-0.324492,-0.894217,0.648145,0.603865,0.0581474,0.061163,0.0234952,0.00205566,1,1706.13
93,iter-2,94,0.0434825,-0.948816,-0.71689,-1.10736,-0.549152,-1.55099,-1.10882,-2.13918,0.191916,0.0780972,0.282389,0.0281195,0.0778365,0.00725807,1,1703.91,0.0434825,-0.948816,0.191916,0.0780972,0.282389,0.0281195,0.0778365,0.00725807,1,1703.91
94,iter-2,95,0.179475,-0.891356,-0.326459,-0.563155,-0.465511,-0.933592,-2.04424,-3.92229,0.471564,0.273429,0.342365,0.116522,0.00903146,0.000119594,1,1703.98,0.179475,-0.891356,0.471564,0.273429,0.342365,0.116522,0.00903146,0.000119594,1,1703.98
95,iter-2,96,-0.796416,-0.875323,-0.86241,-1.52711,-0.847164,-3.0878,-1.00052,-3.00818,0.137275,0.0297091,0.142179,0.000816963,0.0998803,0.000981344,1,1702.54,-0.796416,-0.875323,0.137275,0.0297091,0.142179,0.000816963,0.0998803,0.000981344,1,1702.54
96,iter-2,97,-0.852241,-0.984478,-0.179441,-0.554874,-0.483344,-2.73062,-1.20993,-2.92897,0.661545,0.278693,0.328591,0.00185942,0.0616697,0.00117769,1,1704.28,-0.852241,-0.984478,0.661545,0.278693,0.328591,0.00185942,0.0616697,0.00117769,1,1704.28
97,iter-2,98,-0.821038,-0.983118,-0.530675,-0.836206,-0.540319,-1.33771,-2.27555,-2.65219,0.294662,0.145812,0.288191,0.0459505,0.00530209,0.00222747,1,1704.54,-0.821038,-0.983118,0.294662,0.145812,0.288191,0.0459505,0.00530209,0.00222747,1,1704.54
98,iter-2,99,-0.48084,-0.994853,-0.617305,-1.0055,-0.613476,-2.56396,-2.02998,-2.51262,0.241377,0.0987414,0.243514,0.00272925,0.00933301,0.00307169,1,1703.14,-0.48084,-0.994853,0.241377,0.0987414,0.243514,0.00272925,0.00933301,0.00307169,1,1703.14
0,iter-3,0,-0.763477,-0.947464,-0.280561,-0.421162,-0.518546,-2.89856,-1.42944,-2.19878,0.524129,0.379173,0.303008,0.00126311,0.0372012,0.00632732,1,1704.33,-0.763477,-0.947464,0.524129,0.379173,0.303008,0.00126311,0.0372012,0.00632732,1,1704.33
1,iter-3,1,-0.565672,-0.960052,-0.299708,-0.469208,-0.76813,-1.79884,-1.6256,-2.14295,0.501525,0.339463,0.170557,0.0158913,0.023681,0.00719536,1,1704.42,-0.565672,-0.960052,0.501525,0.339463,0.170557,0.0158913,0.023681,0.00719536,1,1704.42
2,iter-3,2,-0.429188,-0.958002,-0.428651,-0.473568,-0.393456,-1.74403,-1.42276,-2.07625,0.372691,0.336071,0.404152,0.0180289,0.037778,0.00838985,1,1703.93,-0.429188,-0.958002,0.372691,0.336071,0.404152,0.0180289,0.037778,0.00838985,1,1703.93
3,iter-3,3,-0.717719,-0.964721,-0.351369,-0.427796,-0.49103,-2.19067,-1.67209,-1.61317,0.445278,0.373425,0.322827,0.00644654,0.021277,0.0243685,1,1704.68,-0.717719,-0.964721,0.445278,0.373425,0.322827,0.00644654,0.021277,0.0243685,1,1704.68
4,iter-3,4,-0.499349,-0.935899,-0.481975,-0.57433,-0.306609,-3.14191,-1.52007,-1.88175,0.329629,0.266484,0.493617,0.000721263,0.030195,0.0131296,1,1704.66,-0.499349,-0.935899,0.329629,0.266484,0.493617,0.000721263,0.030195,0.0131296,1,1704.66
5,iter-3,5,-0.791715,-0.903735,-0.43782,-0.612096,-0.502169,-2.36701,-1.53305,-1.84921,0.364905,0.244289,0.314652,0.00429528,0.0293053,0.0141512,1,1704.17,-0.791715,-0.903735,0.364905,0.244289,0.314652,0.00429528,0.0293053,0.0141512,1,1704.17
6,iter-3,6,-0.705837,-0.934224,-0.34849,-0.455168,-0.535828,-1.82655,-1.44264,-1.96838,0.44824,0.350616,0.291187,0.0149092,0.0360879,0.0107552,1,1704.08,-0.705837,-0.934224,0.44824,0.350616,0.291187,0.0149092,0.0360879,0.0107552,1,1704.08
7,iter-3,7,-0.597043,-0.91506,-0.52894,-0.561244,-0.237718,-3.13436,-1.593,-1.74978,0.295842,0.274635,0.578472,0.000733897,0.0255271,0.017792,1,1703.86,-0.597043,-0.91506,0.295842,0.274635,0.578472,0.000733897,0.0255271,0.017792,1,1703.86
8,iter-3,8,-0.797815,-0.925802,-0.53201,-0.343647,-0.817199,-2.10019,-1.68667,-2.09184,0.293758,0.453266,0.152335,0.00793985,0.0205744,0.00809395,1,1704.19,-0.797815,-0.925802,0.293758,0.453266,0.152335,0.00793985,0.0205744,0.00809395,1,1704.19
9,iter-3,9,-0.668042,-0.86385,-0.376539,-0.752584,-0.888841,-2.23571,-1.31709,-2.35501,0.420205,0.176773,0.129169,0.0058115,0.0481845,0.00441555,1,1704.68,-0.668042,-0.86385,0.420205,0.176773,0.129169,0.0058115,0.0481845,0.00441555,1,1704.68
10,iter-3,10,-0.596128,-0.960571,-0.514711,-0.555635,-0.533606,-1.94898,-1.56092,-1.5461,0.305696,0.278205,0.29268,0.0112465,0.0274841,0.0284381,1,1705.71,-0.596128,-0.960571,0.305696,0.278205,0.29268,0.0112465,0.0274841,0.0284381,1,1705.71
11,iter-3,11,-0.593876,-0.913975,-0.459239,-0.521164,-0.599871,-1.63588,-1.75133,-2.3098,0.347345,0.301187,0.251263,0.0231271,0.0177284,0.00490006,1,1703.99,-0.593876,-0.913975,0.347345,0.301187,0.251263,0.0231271,0.0177284,0.00490006,1,1703.99
12,iter-3,12,-0.492316,-0.966907,-0.695067,-0.392022,-0.61803,-2.38403,-1.35373,-2.13198,0.201805,0.405488,0.240974,0.00413022,0.0442865,0.00737942,1,1704.74,-0.492316,-0.966907,0.201805,0.405488,0.240974,0.00413022,0.0442865,0.00737942,1,1704.74
13,iter-3,13,-0.705792,-0.934703,-0.576918,-0.514907,-0.413993,-2.41028,-1.47191,-1.74307,0.2649,0.305557,0.385484,0.00388795,0.0337356,0.0180689,1,1704.82,-0.705792,-0.934703,0.2649,0.305557,0.385484,0.00388795,0.0337356,0.0180689,1,1704.82
14,iter-3,14,-0.63199,-0.922973,-0.471777,-0.485551,-0.449768,-1.79479,-1.87241,-1.91787,0.337461,0.326926,0.355003,0.0160401,0.013415,0.0120817,1,1705.83,-0.63199,-0.922973,0.337461,0.326926,0.355003,0.0160401,0.013415,0.0120817,1,1705.83
15,iter-3,15,-0.730441,-0.953858,-0.379621,-0.559651,-1.0156,-2.7254,-1.63994,-1.6746,0.417234,0.275644,0.0964715,0.00188192,0.022912,0.0211543,1,1704.74,-0.730441,-0.953858,0.417234,0.275644,0.0964715,0.00188192,0.022912,0.0211543,1,1704.74
