,ENSEMBLE,REAL,INTERPOLATE_RELPERM_INTERPOLATE_GO,INTERPOLATE_RELPERM_INTERPOLATE_WO,LOG10_MULTFLT_MULTFLT_F1,LOG10_MULTFLT_MULTFLT_F2,LOG10_MULTFLT_MULTFLT_F3,LOG10_MULTFLT_MULTFLT_F4,LOG10_MULTFLT_MULTFLT_F5,LOG10_MULTZ_MULTZ_MIDREEK,MULTFLT_MULTFLT_F1,MULTFLT_MULTFLT_F2,MULTFLT_MULTFLT_F3,MULTFLT_MULTFLT_F4,MULTFLT_MULTFLT_F5,MULTZ_MULTZ_MIDREEK,RMSGLOBPARAMS_COHIBA_MODEL_MODE,RMSGLOBPARAMS_FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
16,iter-3,16,-0.405039,-0.968947,-0.462633,-0.674115,-0.376007,-2.59146,-1.18174,-2.24309,0.344641,0.21178,0.42072,0.00256176,0.0658051,0.00571362,1,1704.54,-0.405039,-0.968947,0.344641,0.21178,0.42072,0.00256176,0.0658051,0.00571362,1,1704.54
17,iter-3,17,-0.617546,-0.901833,-0.564205,-0.527935,-0.772145,-2.12283,-1.65048,-1.98917,0.272769,0.296527,0.168988,0.00753642,0.0223626,0.0102525,1,1704.96,-0.617546,-0.901833,0.272769,0.296527,0.168988,0.00753642,0.0223626,0.0102525,1,1704.96
18,iter-3,18,-0.465484,-0.933502,-0.552413,-0.53311,-0.587913,-2.03623,-1.4276,-2.02325,0.280276,0.293015,0.258278,0.0091996,0.0373597,0.00947879,1,1703.94,-0.465484,-0.933502,0.280276,0.293015,0.258278,0.0091996,0.0373597,0.00947879,1,1703.94
19,iter-3,19,-0.657538,-0.961605,-0.789722,-0.450217,-0.474542,-1.51628,-1.65941,-2.05665,0.162285,0.354636,0.335319,0.0304593,0.0219074,0.00877703,1,1702.94,-0.657538,-0.961605,0.162285,0.354636,0.335319,0.0304593,0.0219074,0.00877703,1,1702.94
20,iter-3,20,-0.47159,-0.958549,-0.330763,-0.525408,-0.7145,-2.50769,-1.88907,-1.9551,0.466915,0.298258,0.192974,0.00310676,0.01291,0.0110891,1,1705.15,-0.47159,-0.958549,0.466915,0.298258,0.192974,0.00310676,0.01291,0.0110891,1,1705.15
21,iter-3,21,-0.835431,-0.984717,-0.362097,-0.485836,-0.507112,-3.56783,-1.43347,-1.71083,0.434414,0.326711,0.311091,0.000270502,0.0368582,0.019461,1,1703.25,-0.835431,-0.984717,0.434414,0.326711,0.311091,0.000270502,0.0368582,0.019461,1,1703.25
22,iter-3,22,-0.615647,-0.945694,-0.509659,-0.794132,-0.466296,-2.13458,-1.0146,-2.33272,0.309272,0.160645,0.341747,0.00733526,0.0966932,0.0046481,1,1704.89,-0.615647,-0.945694,0.309272,0.160645,0.341747,0.00733526,0.0966932,0.0046481,1,1704.89
23,iter-3,23,-0.685217,-0.93273,-0.699988,-0.441149,-0.740087,-1.64664,-1.47032,-2.64946,0.199532,0.362119,0.181934,0.0225613,0.0338592,0.00224148,1,1704.0,-0.685217,-0.93273,0.199532,0.362119,0.181934,0.0225613,0.0338592,0.00224148,1,1704.0
24,iter-3,24,-0.595948,-0.914726,-0.434871,-0.524551,-0.56729,-3.22939,-1.52043,-1.83007,0.367391,0.298847,0.270838,0.000589673,0.0301696,0.0147888,1,1705.5,-0.595948,-0.914726,0.367391,0.298847,0.270838,0.000589673,0.0301696,0.0147888,1,1705.5
25,iter-3,25,-0.599982,-0.962597,-0.297448,-0.670387,-0.502673,-2.60463,-1.4861,-1.4568,0.504141,0.213606,0.314288,0.00248526,0.0326511,0.0349304,1,1703.92,-0.599982,-0.962597,0.504141,0.213606,0.314288,0.00248526,0.0326511,0.0349304,1,1703.92
26,iter-3,26,-0.354105,-0.984511,-0.51342,-0.715513,-0.575199,-2.42394,-1.82559,-1.43595,0.306606,0.192525,0.265951,0.00376756,0.0149421,0.0366476,1,1703.39,-0.354105,-0.984511,0.306606,0.192525,0.265951,0.00376756,0.0149421,0.0366476,1,1703.39
27,iter-3,27,-0.716478,-0.980701,-0.313136,-0.603757,-0.46864,-3.39054,-1.90957,-1.97832,0.486255,0.249025,0.339907,0.00040687,0.0123148,0.010512,1,1704.86,-0.716478,-0.980701,0.486255,0.249025,0.339907,0.00040687,0.0123148,0.010512,1,1704.86
28,iter-3,28,-0.876182,-0.96979,-0.361554,-0.559663,-0.658684,-3.24868,-2.01277,-2.50885,0.434956,0.275637,0.21944,0.000564051,0.0097103,0.00309846,1,1703.88,-0.876182,-0.96979,0.434956,0.275637,0.21944,0.000564051,0.0097103,0.00309846,1,1703.88
29,iter-3,29,-0.302266,-0.967056,-0.335386,-0.429102,-0.475453,-1.89535,-1.56337,-1.44022,0.46197,0.372304,0.334616,0.0127247,0.0273294,0.0362896,1,1705.32,-0.302266,-0.967056,0.46197,0.372304,0.334616,0.0127247,0.0273294,0.0362896,1,1705.32
30,iter-3,30,-0.608455,-0.985332,-0.576237,-0.557226,-0.635824,-1.55855,-1.70349,-1.89643,0.265316,0.277188,0.2313,0.0276342,0.0197928,0.0126933,1,1703.61,-0.608455,-0.985332,0.265316,0.277188,0.2313,0.0276342,0.0197928,0.0126933,1,1703.61
31,iter-3,31,-0.753259,-0.937055,-0.266401,-0.482381,-0.589789,-2.30023,-1.63523,-2.31181,0.541501,0.32932,0.257165,0.00500917,0.0231616,0.00487745,1,1705.48,-0.753259,-0.937055,0.541501,0.32932,0.257165,0.00500917,0.0231616,0.00487745,1,1705.48
32,iter-3,32,-0.580076,-0.968721,-0.383248,-0.668366,-0.524468,-2.03583,-1.44706,-2.2601,0.413763,0.214602,0.298905,0.00920803,0.035722,0.00549416,1,1705.67,-0.580076,-0.968721,0.413763,0.214602,0.298905,0.00920803,0.035722,0.00549416,1,1705.67
33,iter-3,33,-0.712294,-0.973593,-0.69186,-0.507992,-0.463871,-1.5149,-1.2143,-1.6801,0.203301,0.310461,0.34366,0.0305562,0.0610523,0.0208881,1,1704.18,-0.712294,-0.973593,0.203301,0.310461,0.34366,0.0305562,0.0610523,0.0208881,1,1704.18
34,iter-3,34,-0.737788,-0.980593,-0.208805,-0.474593,-0.62458,-2.20675,-1.72623,-1.80671,0.618295,0.335279,0.237367,0.0062123,0.0187831,0.0156058,1,1705.94,-0.737788,-0.980593,0.618295,0.335279,0.237367,0.0062123,0.0187831,0.0156058,1,1705.94
35,iter-3,35,-0.721295,-0.955132,-0.570246,-0.433705,-0.665689,-2.98266,-1.33501,-1.45668,0.269001,0.368379,0.215929,0.00104072,0.0462372,0.0349396,1,1704.58,-0.721295,-0.955132,0.269001,0.368379,0.215929,0.00104072,0.0462372,0.0349396,1,1704.58
36,iter-3,36,-0.631402,-0.94372,-0.250461,-0.479731,-0.641885,-1.36615,-1.69599,-1.978,0.561745,0.331336,0.228095,0.0430378,0.0201378,0.0105197,1,1705.04,-0.631402,-0.94372,0.561745,0.331336,0.228095,0.0430378,0.0201378,0.0105197,1,1705.04
37,iter-3,37,-0.804163,-0.944454,-0.708606,-0.631565,-0.657171,-1.9033,-1.55975,-2.06676,0.195611,0.233579,0.220206,0.0124939,0.0275578,0.00857502,1,1703.79,-0.804163,-0.944454,0.195611,0.233579,0.220206,0.0124939,0.0275578,0.00857502,1,1703.79
38,iter-3,38,-0.512269,-0.96487,-0.576689,-0.915118,-0.791585,-2.43404,-1.70845,-1.512,0.26504,0.121586,0.16159,0.00368099,0.0195682,0.0307609,1,1704.09,-0.512269,-0.96487,0.26504,0.121586,0.16159,0.00368099,0.0195682,0.0307609,1,1704.09
39,iter-3,39,-0.588359,-0.968403,-0.391047,-0.522696,-0.709634,-1.33368,-1.60927,-1.76865,0.406399,0.300126,0.195149,0.0463786,0.0245882,0.0170355,1,1704.81,-0.588359,-0.968403,0.406399,0.300126,0.195149,0.0463786,0.0245882,0.0170355,1,1704.81
40,iter-3,40,-0.82974,-0.899105,-0.465926,-0.496301,-0.528823,-2.71844,-1.66282,-2.14432,0.342037,0.318933,0.295922,0.00191234,0.0217361,0.00717267,1,1705.71,-0.82974,-0.899105,0.342037,0.318933,0.295922,0.00191234,0.0217361,0.00717267,1,1705.71
41,iter-3,42,-0.587297,-0.97166,-0.349648,-0.557196,-0.515121,-2.26445,-1.45996,-1.71491,0.447046,0.277207,0.305407,0.00543937,0.034677,0.0192791,1,1704.28,-0.587297,-0.97166,0.447046,0.277207,0.305407,0.00543937,0.034677,0.0192791,1,1704.28
42,iter-3,43,-0.546263,-0.960881,-0.570797,-0.490308,-0.567879,-2.04599,-1.74471,-2.09758,0.26866,0.323364,0.270471,0.00899528,0.0180008,0.00798773,1,1704.13,-0.546263,-0.960881,0.26866,0.323364,0.270471,0.00899528,0.0180008,0.00798773,1,1704.13
43,iter-3,44,-0.70301,-0.903462,-0.638421,-0.537161,-0.420304,-1.80698,-1.42796,-1.74888,0.229921,0.290295,0.379923,0.0155963,0.0373284,0.0178286,1,1704.37,-0.70301,-0.903462,0.229921,0.290295,0.379923,0.0155963,0.0373284,0.0178286,1,1704.37
44,iter-3,45,-0.730431,-0.985578,-0.401588,-0.529614,-0.412858,-2.44759,-1.4403,-2.38719,0.396654,0.295383,0.386494,0.00356784,0.0362831,0.00410025,1,1704.12,-0.730431,-0.985578,0.396654,0.295383,0.386494,0.00356784,0.0362831,0.00410025,1,1704.12
45,iter-3,46,-0.620997,-0.967001,-0.463281,-0.438356,-0.587481,-1.59176,-1.29608,-1.2615,0.344127,0.364455,0.258535,0.0255997,0.0505733,0.0547645,1,1704.28,-0.620997,-0.967001,0.344127,0.364455,0.258535,0.0255997,0.0505733,0.0547645,1,1704.28
46,iter-3,47,-0.598125,-0.958969,-0.281202,-0.749028,-0.521824,-3.05199,-1.30908,-1.85883,0.523357,0.178226,0.300729,0.000887175,0.049082,0.0138409,1,1704.9,-0.598125,-0.958969,0.523357,0.178226,0.300729,0.000887175,0.049082,0.0138409,1,1704.9
47,iter-3,48,-0.397896,-0.980326,-0.184513,-0.547782,-0.63345,-2.86396,-1.47255,-2.06737,0.653864,0.283281,0.232568,0.00136786,0.0336863,0.00856317,1,1705.87,-0.397896,-0.980326,0.653864,0.283281,0.232568,0.00136786,0.0336863,0.00856317,1,1705.87
48,iter-3,49,-0.519324,-0.962232,-0.465145,-0.587263,-0.594905,-2.48505,-1.48751,-2.25365,0.342653,0.258664,0.254153,0.00327302,0.0325453,0.00557634,1,1704.38,-0.519324,-0.962232,0.342653,0.258664,0.254153,0.00327302,0.0325453,0.00557634,1,1704.38
49,iter-3,50,-0.559366,-0.934555,-0.398895,-0.508828,-0.373841,-2.28764,-1.46256,-1.73675,0.399121,0.309865,0.422823,0.00515657,0.0344697,0.0183337,1,1704.75,-0.559366,-0.934555,0.399121,0.309865,0.422823,0.00515657,0.0344697,0.0183337,1,1704.75
50,iter-3,51,-0.265686,-0.979205,-0.231566,-0.536289,-0.49713,-3.23996,-1.56074,-1.96133,0.586724,0.290878,0.318324,0.000575493,0.0274955,0.0109312,1,1704.61,-0.265686,-0.979205,0.586724,0.290878,0.318324,0.000575493,0.0274955,0.0109312,1,1704.61
51,iter-3,52,-0.706461,-0.888773,-0.665592,-0.628016,-0.615788,-1.52009,-2.10274,-1.65654,0.215977,0.235496,0.242221,0.0301931,0.00789333,0.0220525,1,1702.86,-0.706461,-0.888773,0.215977,0.235496,0.242221,0.0301931,0.00789333,0.0220525,1,1702.86
52,iter-3,53,-0.605637,-0.97702,-0.497177,-0.496679,-0.632749,-2.49207,-1.75481,-2.42448,0.31829,0.318655,0.232944,0.00322057,0.0175868,0.00376291,1,1705.04,-0.605637,-0.97702,0.31829,0.318655,0.232944,0.00322057,0.0175868,0.00376291,1,1705.04
53,iter-3,54,-0.850708,-0.958556,-0.273755,-0.409358,-0.487511,-2.58642,-1.66155,-1.97034,0.532409,0.38962,0.325454,0.00259168,0.0217996,0.0107069,1,1705.01,-0.850708,-0.958556,0.532409,0.38962,0.325454,0.00259168,0.0217996,0.0107069,1,1705.01
54,iter-3,55,-0.513656,-0.96151,-0.417433,-0.649169,-0.620705,-2.41577,-1.50925,-1.9476,0.382443,0.224301,0.239494,0.0038391,0.0309567,0.0112823,1,1704.94,-0.513656,-0.96151,0.382443,0.224301,0.239494,0.0038391,0.0309567,0.0112823,1,1704.94
55,iter-3,56,-0.489438,-0.971192,-0.235233,-0.534506,-0.357076,-2.72172,-1.49634,-1.91549,0.581791,0.292075,0.439465,0.00189793,0.0318907,0.0121482,1,1704.94,-0.489438,-0.971192,0.581791,0.292075,0.439465,0.00189793,0.0318907,0.0121482,1,1704.94
56,iter-3,57,-0.361947,-0.97087,-0.184012,-0.5865,-0.600236,-1.4889,-1.53565,-1.60362,0.654618,0.259119,0.251052,0.0324411,0.0291304,0.0249103,1,1703.94,-0.361947,-0.97087,0.654618,0.259119,0.251052,0.0324411,0.0291304,0.0249103,1,1703.94
57,iter-3,58,-0.632317,-0.947552,-0.27545,-0.449505,-0.44914,-2.51358,-1.75403,-2.12078,0.530335,0.355218,0.355517,0.0030649,0.0176187,0.00757211,1,1705.36,-0.632317,-0.947552,0.530335,0.355218,0.355517,0.0030649,0.0176187,0.00757211,1,1705.36
58,iter-3,59,-0.814717,-0.875542,-0.39838,-0.600809,-0.457588,-2.31209,-1.51045,-2.00364,0.399595,0.250721,0.348668,0.00487426,0.0308713,0.00991644,1,1704.56,-0.814717,-0.875542,0.399595,0.250721,0.348668,0.00487426,0.0308713,0.00991644,1,1704.56
59,iter-3,60,-0.768166,-0.971472,-0.578355,-0.430284,-0.565837,-2.47267,-1.76471,-2.44461,0.264025,0.371292,0.271746,0.00336771,0.0171907,0.00359243,1,1704.71,-0.768166,-0.971472,0.264025,0.371292,0.271746,0.00336771,0.0171907,0.00359243,1,1704.71
60,iter-3,61,-0.792328,-0.97128,-0.415288,-0.454057,-0.349962,-2.50894,-1.7397,-2.17987,0.384337,0.351514,0.446723,0.00309787,0.0182098,0.00660885,1,1704.99,-0.792328,-0.97128,0.384337,0.351514,0.446723,0.00309787,0.0182098,0.00660885,1,1704.99
61,iter-3,62,-0.0249035,-0.912448,-0.594596,-0.72013,-0.702156,-2.03955,-1.49564,-2.00065,0.254334,0.190489,0.198538,0.0091296,0.0319416,0.00998509,1,1704.46,-0.0249035,-0.912448,0.254334,0.190489,0.198538,0.0091296,0.0319416,0.00998509,1,1704.46
62,iter-3,63,-0.755938,-0.964657,-0.488861,-0.517498,-0.634572,-2.29244,-1.60086,-1.76329,0.324443,0.30374,0.231968,0.00509985,0.025069,0.017247,1,1703.64,-0.755938,-0.964657,0.324443,0.30374,0.231968,0.00509985,0.025069,0.017247,1,1703.64
63,iter-3,64,-0.614973,-0.974938,-0.751559,-0.541286,-0.36474,-2.63374,-1.42932,-2.5736,0.177191,0.28755,0.431777,0.00232412,0.0372117,0.00266929,1,1703.87,-0.614973,-0.974938,0.177191,0.28755,0.431777,0.00232412,0.0372117,0.00266929,1,1703.87
64,iter-3,65,-0.760752,-0.977306,-0.290309,-0.482756,-0.443951,-2.15097,-1.48056,-1.56501,0.512497,0.329036,0.35979,0.00706364,0.0330706,0.0272263,1,1703.66,-0.760752,-0.977306,0.512497,0.329036,0.35979,0.00706364,0.0330706,0.0272263,1,1703.66
65,iter-3,66,-0.662308,-0.912686,-0.947814,-0.483078,-0.531156,-3.01522,-1.42438,-1.79771,0.112768,0.328793,0.294336,0.000965554,0.0376373,0.0159326,1,1704.46,-0.662308,-0.912686,0.112768,0.328793,0.294336,0.000965554,0.0376373,0.0159326,1,1704.46
66,iter-3,67,-0.384577,-0.874731,-0.583987,-0.451636,-0.521859,-3.76377,-1.48685,-2.07999,0.260623,0.35348,0.300706,0.000172277,0.0325946,0.00831787,1,1703.97,-0.384577,-0.874731,0.260623,0.35348,0.300706,0.000172277,0.0325946,0.00831787,1,1703.97
67,iter-3,68,-0.874471,-0.956416,-0.694361,-0.613956,-0.751546,-2.5057,-1.52361,-2.14884,0.202134,0.243245,0.177196,0.00312108,0.0299495,0.00709831,1,1705.08,-0.874471,-0.956416,0.202134,0.243245,0.177196,0.00312108,0.0299495,0.00709831,1,1705.08
68,iter-3,69,-0.813583,-0.952698,-0.226552,-0.415609,-0.458621,-2.2456,-1.37147,-2.09155,0.593538,0.384053,0.347839,0.0056807,0.0425143,0.00809942,1,1705.66,-0.813583,-0.952698,0.593538,0.384053,0.347839,0.0056807,0.0425143,0.00809942,1,1705.66
69,iter-3,70,-0.647394,-0.974071,-0.523559,-0.604151,-0.728868,-2.36916,-1.43535,-1.88072,0.299531,0.248799,0.186695,0.00427406,0.036699,0.0131608,1,1705.03,-0.647394,-0.974071,0.299531,0.248799,0.186695,0.00427406,0.036699,0.0131608,1,1705.03
70,iter-3,71,-0.340819,-0.949631,-0.473527,-0.896076,-0.586621,-1.89493,-1.14359,-2.11022,0.336104,0.127035,0.259047,0.0127369,0.0718465,0.00775861,1,1704.46,-0.340819,-0.949631,0.336104,0.127035,0.259047,0.0127369,0.0718465,0.00775861,1,1704.46
71,iter-3,72,-0.790247,-0.964431,-0.319311,-0.531857,-0.462129,-2.93191,-1.76271,-1.27613,0.47939,0.293862,0.345041,0.00116975,0.01727,0.052951,1,1704.28,-0.790247,-0.964431,0.47939,0.293862,0.345041,0.00116975,0.01727,0.052951,1,1704.28
72,iter-3,73,-0.771826,-0.966468,-0.146431,-0.419185,-0.294234,-2.56417,-1.52588,-1.31424,0.713788,0.380903,0.507886,0.0027279,0.0297933,0.048502,1,1704.03,-0.771826,-0.966468,0.713788,0.380903,0.507886,0.0027279,0.0297933,0.048502,1,1704.03
73,iter-3,74,-0.464846,-0.962484,-0.54799,-0.471579,-0.479501,-2.32097,-1.83552,-1.58733,0.283146,0.337614,0.331512,0.00477563,0.0146044,0.0258626,1,1704.13,-0.464846,-0.962484,0.283146,0.337614,0.331512,0.00477563,0.0146044,0.0258626,1,1704.13
74,iter-3,75,-0.811453,-0.960265,-0.41325,-0.588776,-0.502452,-2.4339,-1.56273,-1.56846,0.386144,0.257765,0.314447,0.00368216,0.0273694,0.027011,1,1705.32,-0.811453,-0.960265,0.386144,0.257765,0.314447,0.00368216,0.0273694,0.027011,1,1705.32
75,iter-3,76,-0.439765,-0.928209,-0.618585,-0.545461,-0.5136,-3.15875,-1.74885,-2.37857,0.240666,0.284799,0.306478,0.000693824,0.0178299,0.00418242,1,1703.99,-0.439765,-0.928209,0.240666,0.284799,0.306478,0.000693824,0.0178299,0.00418242,1,1703.99
76,iter-3,77,-0.534021,-0.936706,-0.448092,-0.369819,-0.586001,-2.10452,-1.68827,-2.35382,0.356376,0.426757,0.259418,0.00786101,0.020499,0.00442772,1,1703.97,-0.534021,-0.936706,0.356376,0.426757,0.259418,0.00786101,0.020499,0.00442772,1,1703.97
77,iter-3,78,-0.872467,-0.920802,-0.391663,-0.507392,-0.633951,-2.25424,-2.28804,-2.01835,0.405823,0.310891,0.2323,0.00556876,0.00515186,0.00958637,1,1704.83,-0.872467,-0.920802,0.405823,0.310891,0.2323,0.00556876,0.00515186,0.00958637,1,1704.83
78,iter-3,79,-0.811016,-0.949805,-0.153555,-0.378969,-0.786007,-2.51733,-1.56612,-2.28098,0.702174,0.41786,0.163679,0.00303858,0.0271566,0.00523626,1,1704.85,-0.811016,-0.949805,0.702174,0.41786,0.163679,0.00303858,0.0271566,0.00523626,1,1704.85
79,iter-3,80,-0.774654,-0.96086,-0.829164,-0.495573,-0.387562,-1.75868,-1.44269,-2.02972,0.148196,0.319467,0.409674,0.0174311,0.0360834,0.00933866,1,1704.8,-0.774654,-0.96086,0.148196,0.319467,0.409674,0.0174311,0.0360834,0.00933866,1,1704.8
80,iter-3,81,-0.718954,-0.962278,-0.258559,-0.640778,-0.462242,-2.57955,-1.45009,-2.5726,0.551367,0.228676,0.344951,0.00263297,0.0354741,0.00267546,1,1704.45,-0.718954,-0.962278,0.551367,0.228676,0.344951,0.00263297,0.0354741,0.00267546,1,1704.45
81,iter-3,82,-0.732378,-0.969256,-0.284141,-0.453683,-0.403479,-1.93369,-1.7645,-1.68639,0.519827,0.351817,0.394931,0.0116496,0.0171989,0.020588,1,1705.17,-0.732378,-0.969256,0.519827,0.351817,0.394931,0.0116496,0.0171989,0.020588,1,1705.17
82,iter-3,83,-0.568966,-0.970407,-0.484633,-0.499369,-0.631168,-2.16309,-1.39072,-2.0133,0.327617,0.316687,0.233793,0.0068693,0.0406707,0.00969839,1,1703.68,-0.568966,-0.970407,0.327617,0.316687,0.233793,0.0068693,0.0406707,0.00969839,1,1703.68
83,iter-3,84,-0.866962,-0.990722,-0.370502,-0.413352,-0.473305,-1.91513,-1.70245,-1.802,0.426086,0.386054,0.336276,0.0121581,0.0198402,0.0157761,1,1705.66,-0.866962,-0.990722,0.426086,0.386054,0.336276,0.0121581,0.0198402,0.0157761,1,1705.66
84,iter-3,85,-0.412693,-0.957792,-0.388768,-0.547617,-0.459708,-1.51409,-1.54838,-1.71677,0.408538,0.283389,0.34697,0.0306133,0.0282895,0.0191967,1,1704.76,-0.412693,-0.957792,0.408538,0.283389,0.34697,0.0306133,0.0282895,0.0191967,1,1704.76
85,iter-3,86,-0.807168,-0.936524,-0.319927,-0.454733,-0.391813,-1.50009,-1.56342,-1.66569,0.47871,0.350967,0.405684,0.0316162,0.027326,0.0215927,1,1704.7,-0.807168,-0.936524,0.47871,0.350967,0.405684,0.0316162,0.027326,0.0215927,1,1704.7
86,iter-3,87,-0.642145,-0.977988,-0.262178,-0.519014,-0.389838,-2.98192,-1.46152,-2.07509,0.546791,0.302682,0.407532,0.00104251,0.0345524,0.0084123,1,1704.17,-0.642145,-0.977988,0.546791,0.302682,0.407532,0.00104251,0.0345524,0.0084123,1,1704.17
87,iter-3,88,-0.881015,-0.927198,-0.554699,-0.389685,-0.690091,-1.61779,-2.03781,-1.83564,0.278806,0.407676,0.204131,0.0241105,0.00916617,0.0146003,1,1704.59,-0.881015,-0.927198,0.278806,0.407676,0.204131,0.0241105,0.00916617,0.0146003,1,1704.59
88,iter-3,89,-0.57814,-0.914096,-0.55029,-0.491005,-0.623205,-2.14764,-1.40206,-2.10971,0.28165,0.322846,0.238119,0.00711796,0.0396227,0.00776769,1,1704.68,-0.57814,-0.914096,0.28165,0.322846,0.238119,0.00711796,0.0396227,0.00776769,1,1704.68
89,iter-3,90,-0.591259,-0.971085,-0.415629,-0.848114,-0.483343,-3.05552,-1.56331,-1.79492,0.384035,0.141868,0.328592,0.000879993,0.0273334,0.0160353,1,1704.32,-0.591259,-0.971085,0.384035,0.141868,0.328592,0.000879993,0.0273334,0.0160353,1,1704.32
90,iter-3,91,-0.732474,-0.979944,-0.549221,-0.51002,-0.660745,-2.78456,-1.47019,-1.4319,0.282344,0.309015,0.218401,0.00164226,0.0338695,0.0369911,1,1703.86,-0.732474,-0.979944,0.282344,0.309015,0.218401,0.00164226,0.0338695,0.0369911,1,1703.86
91,iter-3,92,-0.708536,-0.959922,-0.387113,-0.354985,-0.504122,-1.98643,-1.40328,-1.63041,0.410097,0.441586,0.313241,0.0103174,0.0395109,0.0234199,1,1705.54,-0.708536,-0.959922,0.410097,0.441586,0.313241,0.0103174,0.0395109,0.0234199,1,1705.54
92,iter-3,93,-0.398462,-0.937979,-0.318879,-0.376701,-0.83667,-1.68179,-1.40073,-1.76036,0.479868,0.420048,0.145656,0.0208071,0.0397439,0.0173635,1,1705.03,-0.398462,-0.937979,0.479868,0.420048,0.145656,0.0208071,0.0397439,0.0173635,1,1705.03
93,iter-3,94,-0.598568,-0.889015,-0.35121,-0.412859,-0.635632,-2.12199,-1.335,-2.36896,0.445441,0.386492,0.231402,0.00755116,0.0462384,0.00427602,1,1704.76,-0.598568,-0.889015,0.445441,0.386492,0.231402,0.00755116,0.0462384,0.00427602,1,1704.76
94,iter-3,96,-0.880159,-0.880477,-0.517267,-0.493279,-0.636067,-2.74961,-1.7406,-1.70786,0.303902,0.321159,0.231171,0.00177987,0.0181718,0.0195948,1,1703.09,-0.880159,-0.880477,0.303902,0.321159,0.231171,0.00177987,0.0181718,0.0195948,1,1703.09
95,iter-3,97,-0.751917,-0.98719,-0.263665,-0.480694,-0.323881,-2.72533,-1.71956,-2.21964,0.544923,0.330602,0.474372,0.00188222,0.0190739,0.00603063,1,1704.37,-0.751917,-0.98719,0.544923,0.330602,0.474372,0.00188222,0.0190739,0.00603063,1,1704.37
96,iter-3,98,-0.816062,-0.959745,-0.384617,-0.395027,-0.491823,-2.08506,-1.7938,-2.06718,0.412461,0.402692,0.322239,0.00822129,0.0160768,0.00856674,1,1704.84,-0.816062,-0.959745,0.412461,0.402692,0.322239,0.00822129,0.0160768,0.00856674,1,1704.84
97,iter-3,99,-0.414433,-0.987256,-0.331164,-0.598465,-0.495427,-3.3308,-1.52371,-2.34637,0.466483,0.252078,0.319575,0.000466869,0.0299429,0.00450437,1,1705.15,-0.414433,-0.987256,0.466483,0.252078,0.319575,0.000466869,0.0299429,0.00450437,1,1705.15
